formula,gap expt
GaSb,0.81
ThOTe,1.45
CdSb,0.43
CdSb,0.43
ZnO,3.48
ZnO,3.48
ZnO,3.48
CdTe,1.61
PbGa2S4,2.38
PbTe,0.22
PbTe,0.22
Pb0.99Se0.99Ge0.01Te0.01,0.23
CuCl,3.22
CuCl,3.22
Pb0.01Sn0.99Te,0.3
Ga2Se3,2.3
In0.5Al0.5P,2.4
PtS,0.38
Bi9O7.5S6,1.27
SbTeI,1.28
Rb2Cd3B16O28,4.76
CdSe,1.87
CdSe,1.87
CdSe,1.87
Hg0.14Zn0.86Te,1.66
CdSb,0.54
CdSb,0.54
EuYb2S4,1.6
Rb2CuNbSe4,2.19
ZnTe,2.18
SrTiO3,3.15
Pb0.9Ge0.1Te,0.35
Cu2Se,1.23
EuBi2Se4,1.02
TlSbS2,1.92
Mn11Si19,0.5
TlSe,0.7
Cd4LuB3O10,3.7
VO2,0.12
Cu0.8Ga1.2Se2.2,1.58
CdIn2Se4,1.72
Bi38ZnO58,2.88
KI,5.61
Na2Hg3Si2S8,2.86
GaS,2.6
RhSSe,0.7
SrPr2S4,2.7
CsAsSe2,1.86
GaAs0.86Sb0.14,0.66
PrFMoO4,3.64
Ge0.9355Si0.0645,1.04
PtAs2,0.5
Cd4As2I3,1.89
AgInSe2,1.15
Ga0.4Al0.6As,2.3
Zn0.85Hg0.15Se,1.8
CdIn2Te4,0.9
HgO,2.21
Zn0.01S0.01Ga0.99P0.99,2.25
Sb2S3,1.7
Tb2Mo3O12,1.6
GaSe,1.93
TaGaSe2,1.65
Ag2GeSe3,0.91
Rb3Bi2I9,2.1
CuInTe2,1.06
Cd0.55Te0.55Al0.45Sb0.45,1.93
AlSb,1.65
Hg2Cl2,2.84
Ag4Ba6Sn4S16,2.37
Ba2GaGdTe5,1.12
Mn3Ta2O8,1.89
RuSb2,0.3
Li2GaGe2Se6,2.64
GaSe,1.98
Rb2Cu2Sn2S6,1.44
LiI,5.62
ZnSe,2.87
RbBr,7.7
AlP,3.1
BaB2O4,6.43
Li9Ga13Te21O66,4.45
BiSb0.15,0.02
Ag0.1Cd0.8In2.1Te4,0.29
In2As2O5Cl2,4.62
CdTlS2,1.5
Cd3As2,0.14
InSb,0.25
TlInS2,2.3
Na2PtI6O18,2.4
K6Nb1.07Ta2.93S22,1.88
OsSbTe,0.05
AlSb,1.62
SnS,1.42
Ag2O,1.59
InN,2.1
Bi1.4Te3Sb0.6,0.17
KPbPO4,4.44
SiSe2,1.74
Na2Zn3Se4O12,4.9
PbTe0.05Se0.95,0.26
In4Te3,0.55
CsBiS2,1.4
Ba4CuInSe6,2.23
VO2,0.5
Tl3VS4,1.97
CuCl,3.27
CuCl,3.27
RhP2,1.0
Ga0.99As0.99Zn0.01Se0.01,1.39
Cd3As2,0.64
CuI,2.8
Sb2Se3,1.3
ZnAs2,0.91
ZnO,3.46
Hg0.25Zn0.75Te,1.37
As2Te3,1.75
Eu7Ga6Sb8,0.6
ZnS,3.74
PbS,0.41
Ga0.99Sb0.99Hg0.01Te0.01,0.72
YPtSb,0.16
ZnSe,2.71
OsSbS,1.2
CdS,2.44
Sb2S3,1.92
K4GeP4Se12,2.0
In0.3As0.3Ga0.7P0.7,2.05
NaAsSe2,1.75
TlCl,3.47
CdSnP2,1.5
CuGaS2,2.53
Ca3B2N4,4.1
Sb2Se3,1.4
SmIn3S6,1.18
ZnIn2S4,2.8
Cu0.5Pb1.75GeS4,1.48
ZnTe,2.26
ZnTe,2.26
PAs,0.23
Sb2O3,3.31
ZrS3,2.28
Pb0.94Se0.94Sn0.06Se0.06,0.19
Hg0.9Cd0.1Se,1.3
HoN,1.9
Zn3Sb2,0.2
Cu0.2Ga1.8Se2.8,1.86
Rb2CdP2Se6,2.58
Pb0.92Se0.92Sn0.08Te0.08,0.22
Ag3SbS3,1.81
Cs2Hg4.65Cd1.35S7,1.84
In0.7P0.7Ga0.3As0.3,1.58
Pb0.85Se0.85Ge0.15S0.15,0.34
NaI,5.8
OsP2,1.13
CdSiP2,1.8
Na2In4SSe6,1.92
CuAlSe2,2.7
Cu3YbS3,1.56
Pb3BiP3O12,3.7
Ba2Ca2B4O10,5.6
ZnSb,1.11
K2AgVS4,1.85
GaSe,2.15
Ga0.75As0.75Zn0.25Se0.25,1.51
ZnS,3.73
RbBiSe2,0.92
GeSe2,2.38
Cu0.4Ga1.6S2.6,2.45
ZnTe,2.37
ZnTe,2.37
ZnTe,2.34
Cs3Nb9Te4O32,3.22
Cd5Ga2S2Te6,1.29
AgSbS2,1.9
In0.01P0.01Ga0.99As0.99,1.43
BiCuOSe,0.82
ZnTe,2.2
InP,1.35
InP,1.35
InP,1.35
InP,1.35
LiGaS2,3.76
Ag2.7Ba6Sn4.3S16,1.58
Sm2YbCuS5,1.28
Pb0.85Sn0.15Se,0.13
K2Hg3Ge2S8,2.64
CsScSe2O6,5.2
CdTe,1.44
GaN,3.21
PbSe,0.22
Ba2B4O9H2,5.12
ZrSe3,1.6
Cu2Se,1.5
CdGa2Se4,2.75
InN,2.4
AgAsS2,2.26
SnS0.01Se0.99,0.89
NaI,6.75
CdSnP2,1.17
PtS,0.64
TaGaS2,2.45
ZnSe,2.69
CdGa2S4,3.44
KBiSe2,0.67
HgTe,0.18
La3FMo4O16,3.7
Sb2Se3,1.13
VO2,0.4
Cs4Th2P6S18,2.8
Ga0.6In0.4As,0.81
In0.99As0.99Cd0.01Te0.01,0.76
Ga0.5In0.5As,0.75
PbSe,0.29
RbBi3Se5,0.48
TbIn3S6,1.2
PbCoO3,0.28
KSbSe2,1.72
RbH2I3O9,4.07
CuAlTe2,2.06
La2Se3,1.97
Tl3VS4,1.7
Pb0.995TeIn0.005,0.43
CdSe,1.85
In0.9As0.9Ga0.1P0.1,0.45
CuInS2,1.57
ZnO,3.2
Cu0.5Ga1.5Se2.5,1.76
KIO3,3.83
Ga0.9Sb0.9Zn0.1Te0.1,1.0
PdTe2,1.8
Zn3B2O6,2.6
CuGaSe2,1.71
RbNb3Te2O12,3.49
ZnS,3.68
CdAs2,1.0
LiGaSe2,3.57
CdSe,1.86
CdIn2S4,2.7
AlSb,1.52
Pb0.85Sn0.15Te,0.15
Pb0.77Sn0.23Te,0.04
CdSiP2,2.2
SbSI,1.93
In6Se7,0.34
Sb2Se3,1.15
GaAs0.8P0.2,1.62
Cu2MgGeS4,2.36
BaGa2GeS6,3.26
K10Co4Sn4S17,1.31
PbS,0.31
PbS,0.31
K2.15Pb1.7Sb8.15Se15,0.6
Hg6.5As4CdCl6,2.05
PbS,0.38
CdS,2.66
CdS,2.66
CsAsSe2,2.0
TlCr5S5Se3,0.89
AgSbTe2,0.48
NaInTe2O6,4.0
Pb3Cl4TeO3,3.79
Na0.5Pb1.75GeS4,2.08
Cs4Ag9Sb4S12,2.0
CuGa3Se5,1.89
RuP2,1.0
ZnO,3.26
AgGaS2,2.64
GaAs0.99P0.01,1.37
Hg0.77Cd0.23Te,0.21
RbPbPO4,4.35
Li2MoTeO6,3.5
CuIn3Te5,1.01
AgS,1.34
Li2HgSiS4,2.68
InN,2.21
CdSb,0.53
EuTb2Se4,2.0
As2S3,2.6
GaSe,2.07
GaSe,2.07
CdGa2Se4,2.41
CdSiAs2,1.51
KBiCu2S3,1.29
PbSe,0.28
PbSe,0.28
ZnIn2Se4,1.95
InSe,1.29
InSe,1.29
InSe,1.29
SbSBr,2.22
Pb0.99TeIn0.01,0.53
PbSnS3,0.9
GeSe,1.38
CaTe,4.3
ZnIn2Se4,2.05
HgIn2Te4,1.17
CdS0.55Se0.45,2.05
Zn0.99Hg0.01Se,2.6
Cu0.1In1.9Se2.9,1.45
PbTe,0.33
BaSe,3.7
Cd3P2,0.53
Ag2O,1.6
CsTm9Cd4Se18,2.16
EuTe,2.06
NaYTe4O10,3.9
Pb0.99Ge0.01Se,0.27
Pb0.9Se0.9Ge0.1S0.1,0.32
ZnIn2S4,2.6
PbBr2,3.31
LaCuOSe,2.83
NaH3Se2O6,4.9
IrSSe,1.2
GaAs,1.43
GaAs,1.43
GaAs,1.43
GaAs,1.43
GaAs,1.43
GeS,1.68
MgO,7.7
SbSI,1.95
Cu2ZnSiTe4,1.47
OsAs2,0.92
CdTeO3,3.91
Pb0.85Sn0.15Te,0.23
KIO3,4.02
Hg4As2UCl6,1.9
AgNb2PS10,1.78
ZnS,3.56
Sm3S3BO3,2.5
In6S7,0.89
EuIn2Se4,1.31
Pb0.9Sn0.1Se,0.17
PbS,0.39
CdSiP2,2.4
OsSb2,0.21
Ag3AsS3,2.03
CdSnP2,1.16
TbClWO4,4.24
CdIn2Se4,1.3
LiAsSe2,1.1
RbCl,8.5
ZnAs2,0.92
CoSb2,0.2
SnS0.99Se0.01,1.11
BaPdI4O12,1.97
Hg0.2Zn0.8Te,1.4
Ge0.88Si0.12,0.84
GaSe,2.1
GaSe,2.1
NaSbP2S6,2.17
K2Ge3B2O10,5.38
Bi2S3,1.4
SrTiO3,3.4
Ag3SbS3,2.02
As2S3,3.0
As2S3,2.06
Rb2CuVS4,1.85
Rb4Mo5P2O22,3.51
Ag3SbS3,2.33
K2CuVS4,1.82
Cu3TbSe3,0.16
AgInS2,1.9
Cs4Cu3Bi9S17,0.6
LiB3O5,8.0
Bi2V2Se4O16,2.2
CdIn2Se4,2.0
In0.99P0.99Ga0.01As0.01,1.3
CdS,2.59
NaBr,7.26
CdGeAs2,0.65
OsSb2,0.2
GaAs0.01Sb0.99,1.37
Ga0.99Al0.01P,2.27
CdSb,0.46
CdSb,0.46
ReSe2,1.15
Pb2BO3Cl,3.99
Pb0.96TeIn0.04,0.37
In0.6As0.6Ga0.4P0.4,1.25
Ga0.5As0.5Zn0.5Se0.5,1.52
Na2CsSb,0.8
TlInS2,2.2
ZnIn2Te4,1.87
Ag3AsSe3,2.2
K10Co4Sn4S17,1.8
OsPS,1.4
CuGa1.6In0.4S3.5,2.15
Cu3SmS3,1.82
ZnGeAs2,1.1
InSb0.01As0.99,0.17
Gd2Mo3O12,4.18
PbBr2,3.5
Ba2BiInS5,1.55
BiFeSe3O9,2.54
Cu2CdSnSe4,0.96
GeS2,3.54
Pb0.999TeIn0.001,0.3
CaO,7.03
Hg0.9Cd0.1Se,1.32
Pb0.8Ge0.2Se,0.35
TlSbS2,1.42
Ba2InSmSe5,2.22
SbSeBr,1.87
PbTe,0.21
CuInS2,1.54
CuInS2,1.54
AlSb,1.32
Zn0.9S0.9Ga0.1P0.1,2.8
Ag2O,1.4
Sb2Te3,0.3
CsHgInS3,2.3
Ge0.542Si0.458,2.24
CuInTe2,0.89
HgGa2Se4,1.95
RuTe2,0.25
CdTe,1.53
CuInGeSe4,1.3
Zn3V2TeO10,2.96
Zn3As2,0.51
K2Hg3S1.03Se2.97,2.11
NaSbP2S6,2.25
YNiSb,0.18
NaAsSe2,1.57
PbI2,2.41
As2S3,2.1
Cs2Hg5.75Cd0.25S7,1.66
CsI,6.4
Se2B2O7,4.64
SiTe2,1.85
Cs2PdP2Se6,1.6
Cu2SnSe3,0.7
LaCuOTe,2.31
K2CeP2O8,2.46
GaAs0.6P0.4,1.91
Li2HgSnS4,2.32
NaCl,8.5
CdIn2S4,2.3
Pb0.95Ge0.05Te,0.34
InN,2.09
KI,5.92
As2Te3,1.62
Mg3As2,2.2
AsI3,2.47
Hg2Cl2,3.8
Bi2Cu0.96Se3I,0.68
CdS0.01Se0.99,1.68
NaAsSe2,1.56
TlSe,0.96
Rb4Ag9Sb4S12,2.0
AgIn9Te14,1.5
SnS,1.26
BiOCl,3.46
ZnS,3.67
Cu0.01Ga1.99Se2.99,1.99
Cu0.5In1.5Se2.5,1.24
Na8Al8Si38,0.64
AgI,2.92
Cu0.3Ga1.7S2.7,2.6
CsPbPO4,4.39
KH3Se2O6,4.9
PdPAs,0.45
Pb0.95Se0.95Sn0.05Se0.05,0.19
Ga2O3,4.4
Ga2O3,4.54
RbBiS2,1.2
GaAs0.5P0.5,2.0
NiP2,0.3
Ba4AgGa5S12,2.52
K10Zn4Sn4S17,3.1
Cs2SnP2Se6,2.06
PdPS,1.4
AgInSe2,1.2
CoTe1.88,0.2
SrIr4In2Ge4,0.25
Cu3GdTe3,0.52
Cu0.99In1.01Se2.01,1.08
In0.5Ga0.5P,1.9
Ge0.9Si0.1,0.8
NaCl,8.4
CsErZnSe3,2.63
InSe,1.3
Bi3F3I4O13,3.7
Pb0.94Sn0.06Se,0.22
SnSe,0.9
SnSe,0.9
Cu3HoSe3,0.16
Cu2Se,1.1
KSbSe2,1.65
Cu2Ga4Te7,1.18
ZnO,3.25
CdSnAs2,0.41
Cd4As2I3,2.3
WSe2,1.35
Ba3B1.5S6Bi0.5,2.43
Hg2Br2,2.6
CdSb,0.42
GaN,3.48
GaN,3.48
Cs8Ga8Si38,1.14
BiOI,1.89
In6Se7,0.86
SnS0.01Se0.99,0.95
TlBr,3.12
Hg6As4CdBr6,1.89
Bi3Ge3O10.5,3.3
Pb0.98Se0.98Bi0.04Te0.06,0.28
Cs3Bi,0.7
V2O5,2.32
Zn3As2,0.93
Li4.5Mn0.5TeO6,1.97
InSb0.4As0.6,0.1
Pd3P2S8,2.12
BaTiO3,3.1
Cs2TiAg2S4,2.44
Ga0.1As0.1Zn0.9Se0.9,2.34
Zn3As2,0.96
Ag0.4Cd0.2In2.4Te4,0.42
PbS,0.44
Sc2O3,6.2
Y6ZnSi2S14,2.38
Na3ZnB5O10,3.2
LiBiS2,0.19
NiP2,0.73
ZnO,3.42
GaSe,2.12
GaSe,2.12
GaSe,2.12
CdGeAs2,1.1
InS,2.07
InS,2.07
Rb2TiAg2S4,2.33
AgInSe2,1.24
La3InGe0.5S7,2.61
Ba2InYSe5,2.31
Pb0.8Se0.8Bi0.4Te0.6,0.22
Pb6Sb6Se17,0.8
As2S3,2.8
As2S3,2.57
K2Cu2Sn2Se6,1.04
ErN,3.0
As2Se3,1.7
Er2Mo3O12,0.96
CuPbBiSe3,0.07
SrO,5.77
Zn3As2,1.0
TlSe,0.8
AgInO2,4.2
AgS,1.3
Cu3HoTe3,0.26
SbI3,2.49
K4Ba2Nb4S22,1.77
SnSi,0.59
CoSbS,0.11
InAs,0.41
InAs,0.41
InAs,0.41
InAs,0.41
InAs,0.41
InAs,0.41
Pb0.999TeTl0.001,0.3
Ge40.0Te5.3I8,0.8
AlSb,1.68
Ag3AsSe3,2.18
PdI2O6,1.31
Ba2GaNdSe5,2.18
ZnGeP2,2.0
K2CuGa3Se6,1.72
CdSiAs2,1.62
NaBiSe2,0.35
Ta0.67Zr1.33O1.38N1.97,2.31
As2Te3,1.59
Hg0.08Zn0.92Te,1.9
TlHgInS3,1.74
KTiPO5,3.54
RbI,6.25
EuIn2Te4,1.22
As2S3,2.37
LiGaS2,4.15
K2TiCu2S4,2.04
KAu5PS8,2.14
Tl4Ta2S11,1.26
Er3SmSe6,2.0
Pb0.6Ge0.4Te,0.51
ZnS,3.7
ZnS,3.7
PbS,0.28
Bi2O3,2.86
Cu0.9Ga1.1Se2.1,1.59
CuFeTe2,0.16
Pb0.85Se0.85Sn0.15Se0.15,0.22
Hg0.4Cd0.6Se,0.7
AgAsTe2,0.8
SbSi,1.9
Hg4As2CdI4,1.45
Cu0.9In1.1Se2.1,1.06
Pb2BO4H,3.76
K4Nb2S11,1.96
LiAsSe2,1.11
K2Sn3Sb2S10,2.3
NaSbS2,1.48
PbO2,1.4
Pb0.8Sn0.2Se,0.06
Pb0.8Sn0.2Se,0.06
La2Se3,1.65
ZnO,3.45
CdS,2.42
GeSn,0.8
Bi1.6Te3Sb0.4,0.16
AgInS2,2.0
CuGa2Se4,0.63
Zn3Sb2,0.22
NaCl,8.6
UY4O3S5,1.95
Ta0.67Zr1.33O0.42N2.61,1.93
InSe,1.26
GeS,1.69
Tl2GeTe3,0.37
ZnGeP2,2.1
Zn2LiGaO4,4.0
Ba3B1.5S6Sb0.5,3.01
GeSe2O6,5.31
Pb0.87Sn0.13Se,0.02
Cu3AsSe4,0.65
AgTe,0.73
RbBi3Se4Te,0.8
Bi25TiO39,3.1
In2Se,0.69
GeAs,1.45
K2ZnSn3S8,2.3
B2O3,4.9
As2S3,2.21
AgScO2,3.8
ZnIn2S4,2.86
CdSiP2,2.16
CdGeAs2,0.53
Gd2Mo3O12,4.06
PbS,0.42
AgGaTe2,1.1
La3Sb0.33SiS7,1.92
Ga2GeTe3,0.85
Pb0.99Sn0.01Se,0.16
GaAs0.15Sb0.85,1.1
LiInS2,3.57
Cu0.7In1.3Se2.3,1.1
PbSe,0.15
Ga0.95Sb0.95Cd0.05Te0.05,0.74
Cu0.3In1.7Se2.7,1.21
Cu0.15Ga1.85Se2.85,1.92
GeO2,5.56
Pb2N2SeO9,3.76
Pb0.94Sn0.06Se,0.17
SnS0.4Se0.6,0.98
GeS,1.74
GeS,1.74
GeS,1.74
Pb0.999Se0.999Sn0.001Se0.001,0.32
NH6PO4,6.81
In2Se3,1.0
SiSe2,1.73
K0.6Cs0.4PSe6,2.1
Zn2In2S5,2.7
CuGaO2,1.47
Ni2InVO6,1.92
CdS,2.43
CuIn3Te5,1.2
InSb,0.18
InSb,0.18
InSb,0.18
Ba2ZnV2O8,3.48
TlSe,0.57
Pb0.99Ge0.01Te,0.32
ZrSe3,1.25
InAs,0.35
InAs,0.35
La4FeSb2S10,1.0
GdSb2BO8,3.48
SbSeI,1.68
PbS,0.37
RbI,6.37
Cu3AsS4,1.48
Ag3SbS3,2.1
K2Cu2Sn2S6,1.47
Sb2Te3,0.35
Zn0.8Hg0.2Se,1.4
Ag2V2I4O16,2.24
GaAs0.1P0.9G1128,1.22
HgO,2.48
CuGa3Se5,1.75
Zn2MoTeO7,4.1
TlInS2,2.25
ScTa2O5N,2.67
AgInS2,1.88
CdAs2,1.13
Ag0.25Cd0.5In2.25Te4,0.39
In6S7,0.95
TbSb2BO8,3.53
TlPrSe2,1.18
BaGa2SnSe6,1.6
GeSe2,2.3
ZnTe,2.1
In2Se3,1.38
Ag2SnSe3,0.84
AgGaSe2,1.3
CdSnAs2,0.31
InSb0.5As0.5,0.1
Cu2GeSe3,0.85
TlCl,3.23
TlCl,3.23
GaAs0.7Sb0.3,0.67
PbI2,2.55
AgFeTe2,0.58
GeS2,3.43
ZnS,3.82
CaPr2S4,2.9
Hg0.1Cd0.9Se,0.35
InSb,0.23
InSb,0.23
InSb,0.23
Ba2BiGaS5,2.38
Cd3As2,0.19
Bi24VO41,3.25
V2O4,0.66
SnS,1.3
TlInSe2,1.1
InAs,0.33
TaGaSe2,2.12
AlN,6.03
In0.4As0.4Ga0.6P0.6,1.85
Cu3TbTe3,0.46
Na2CdGe2S6,2.57
CsLuCoS3,1.18
La2MoO5,0.49
In2Se,0.65
Ge0.4Si0.6,0.94
CdIn2Te4,1.17
BaTaO2N,1.78
SnS0.25Se0.75,0.99
Ag3AsS3,1.98
Ge0.838Si0.162,1.32
HoIn3S6,1.23
Ag2S,1.23
PbTe,0.36
Hg0.99Cd0.01Se,1.72
PbTe0.99Se0.01,0.3
PrTe2,1.29
CuP2,1.45
SnSe,0.95
SnSe,0.95
PbSe0.95S0.05,0.26
CsI,6.37
CdP4,1.15
PrIn3S6,1.14
ZnIn2Te4,1.8
MgGeN2,4.2
PrCuOS,3.03
Cu0.05Ga1.95S2.95,2.64
H6PtI6O20,2.12
TlBr,3.3
TlBr,3.3
Hg0.77Cd0.23Te,0.12
PbTe,0.3
In0.3P0.3Ga0.7As0.7,1.67
GaAs0.2P0.8,2.2
CsLiB6O10,6.89
DyN,2.1
Li6Mo6Se6O33,3.3
Zn0.85S0.85Ga0.15P0.15,2.4
Ba3Er2P4S16,3.3
CaO,6.93
PbBiO2Br,2.3
Bi12TiO20,3.09
WSe2,1.57
KSb5S8,1.82
VO2,0.66
Pb0.59Ge0.41Te,0.49
ZnSe,2.83
CuZn2InTe4,1.05
Ba8Hg4S5Se7,1.98
GaAs,1.44
Pb0.9Se0.9Sn0.1Se0.1,0.24
CdSb,0.47
CdSb,0.47
La2O2ZnSe2,3.4
AgFeSe2,0.23
CuBr,3.07
In0.97As0.97Cd0.03Te0.03,0.71
WO3,2.7
Hg2Cl2,3.5
Sb2S3,1.69
AgGaS2,2.73
AgGaS2,2.73
InS,2.45
Bi1.98Te3Sb0.02,0.14
TlPSe2,0.6
AgGaSe2,1.66
Ge0.999Si0.001,0.65
Hg2Cu3Te6O16,2.56
MgO,7.67
Bi2AsO4Cl,3.43
ZnSnAs2,0.9
Cd4YB3O10,3.78
OsP4,0.4
AgSbS2,1.88
Pb2SbS2I3,2.0
La3Mg0.5SnS14,1.71
ZnIn2S4,2.85
Sc2O3,6.0
InSe,1.12
GaSb,0.73
Ba2InGdSe5,2.24
Cu3Ta7O19,2.47
GaP,2.77
PbTe,0.19
PbTe,0.19
PbTe,0.19
PbTe,0.19
PbTe,0.19
PbSe,0.14
K2CdP2Se6,2.58
In4Te3,0.42
Ag3AsSe3,1.86
Ce4Ge3S12,2.3
CuGa3Te5,1.09
CuPbBiS3,0.12
CsCaBO3,4.2
Hg0.65Cd0.35Te,0.28
Cu3GdS3,1.62
Cu3TmTe3,0.14
LiBi3O4Cl2,3.35
As2Se3,1.81
TlCl,3.46
NaNO2,3.13
NaBiS2,0.42
AgSbSe2,0.67
In0.1P0.1Ga0.9As0.9,1.6
CdSe,1.82
CdSe,1.82
CdSe,1.82
Mg2Sn,0.14
Ga0.28In0.72As,0.55
ZnAs2,0.9
Ag2CdGeS4,2.32
InP,1.28
AgLi0.33Ti0.67O2,2.7
Hg0.06Zn0.94Te,2.03
YbGa2Se4,1.8
Pb0.8Sn0.2Te,0.11
GaSe,2.11
ZnIn2S4,2.5
Cd3As2,0.12
Cs2B4SiO9,6.53
TlInS2,2.52
KIO3,3.71
Rb2Hg3Ge2S8,2.8
SbSI,1.96
GeSi,0.88
NaAsS2,2.23
La2Se3,1.7
TaGaS2,3.4
YbS,0.98
Tl2Au2Sn2Se6,1.2
Cs2Bi2Cd2S5,1.7
LiInI4O12,4.27
TeSe3,1.87
Ga0.65Al0.35As,2.0
K2Bi8Se13,0.47
CuInSe2,0.8
CuInTe2,0.88
CsCl,7.8
Pb0.99Sn0.01Se,0.22
Pb0.999Se0.999Bi0.002Te0.003,0.79
Ag2O,1.57
Pb3B3O10N,3.64
MnVTe2O8,1.9
Cd0.99Te0.99Al0.01Sb0.01,1.6
GaAs,1.42
GaAs,1.42
ZnAs2,1.2
SrBiO2Cl,3.52
FeSi2,1.0
Ho2Mo3O12,1.07
K10Zn4Sn4S17,3.2
CdS,2.52
CdS,2.52
AlSb,1.7
AlSb,1.7
Li0.2Na0.8AsSe2,1.57
Mg2Sn,0.35
LiI,6.0
AlSb,2.22
AlSb,1.49
EuSb2Se4,0.95
Pb0.93TeIn0.07,0.32
ZnMoSb2O7,3.3
InS,2.06
Pb0.999Sn0.001Te,0.21
In0.94As0.94Cd0.06Te0.06,0.68
NaInI4O12,4.25
ZnSb,1.09
AgAlO2,3.6
PbSe0.9S0.1,0.27
AgAlTe2,1.9
Ba2AgInS4,2.32
Sb2Se3,1.0
PbTe,0.29
PtPAs,0.4
Tl2CeP2S7,2.4
LiPbSb3S6,1.6
Cd2V2Te2O11,2.48
TlCl,3.8
As2S3,2.45
SnGa4Se7,2.55
Cd3P2,0.59
Cd3P2,0.59
Hg0.7Cd0.3Se,1.1
PbSe,0.26
PbS,0.6
PbI2,2.54
PbI2,2.54
GaAs,1.48
InP,1.41
InP,1.41
InP,1.41
In0.9Al0.1P,1.5
Na3Sn2F6Cl,3.88
SnS,1.22
ZnO,3.35
ZnO,3.35
H2Ti6O13,3.4
Li2B12Si2,2.27
PbSb2Se4,1.8
Cd0.9Te0.9Al0.1Sb0.1,1.36
KAuI4O12,2.75
CsCl,8.1
Ba3Tb2P4S16,3.37
KBiSiS4,2.25
Al2Te3,2.2
FeIn2Se4,1.15
FeSc2,0.77
Ga0.99Sb0.99Cd0.01Te0.01,0.72
CuGaGeSe4,1.38
DyIn3S6,1.22
Pb4V2Se6O21,3.37
EuGa2S4,2.25
PbMnIn2S5,1.45
ZnTe,2.28
PbCdP4O12,4.85
Mg2Pb,0.15
LiCsCO3,6.19
ThOSe,1.65
SbI3,2.22
CdIn2S4,2.0
HgSe,0.24
Tl3CuNb2Se12,0.8
Zn0.4Hg0.6Se,0.42
InSb,0.27
In0.6Al0.4P,2.12
Bi2O3,2.91
CdTe,1.45
In6Se7,0.72
BaTiO3,3.04
Bi14.7In11.3S38,1.45
CdGa2Se4,2.48
Bi2S3,1.45
Cs2CdP2Se6,2.63
EuTe,1.96
Pb0.93TeTl0.07,0.54
Cu2Se,1.29
LiAsSe2,1.5
LiGaGe2Se6,2.64
Eu3In2P4,0.45
AsNMg3,1.33
Ba2InErSe5,2.29
Sb2Se3,1.11
Hg0.63Cd0.37Te,0.35
CdS0.8Se0.2,2.23
ZnTe,2.35
AgPbBiS3,1.2
Hg4As2ZrCl6,2.48
BaBiO2Cl,3.71
CdSnAs2,0.4
CdGeAs2,0.85
CdGeAs2,0.72
Cd4As2Br3,1.78
HgIn2Te4,0.86
PtSb2,0.06
PtAs2,0.8
CdSiAs2,1.52
NaBa2Cu3S5,0.45
GaN,3.39
Pb0.61Ge0.39Te,0.56
TlSe,0.65
Cu3YbSe3,0.2
Pb0.96TeTl0.04,0.57
Pr2Se3,1.9
InAs,0.47
PbGa2Se4,1.83
Mg2Pb,0.04
As2B12,1.51
TlAsS2,2.22
InSe,1.25
PbO2,1.5
Pb0.99TeGa0.01,0.42
BaRh2Ge4Se6,1.09
RbBiS2,1.36
Rb1.45Pb3.1Sb7.45Se15,0.45
SmTe,0.62
CoSb3,0.5
Ba2InDySe5,2.27
Ba4AgInSe6,2.41
KH3Se2O6,4.88
ZnTe,2.3
PdPSe,0.15
BiFSeO3,3.83
Pb0.9Sn0.1Te,0.16
ZnIn2Se4,1.82
Ag2ZnSiS4,3.28
Cd3As2,0.43
MoO3,3.66
Zn2In2S5,2.65
K8Zr6Se30,1.81
PbO2,1.7
Si2Te3,2.18
KBiS2,0.9
CdSe,1.7
La2O2FeSe2,0.7
BaZn2As2,0.23
ZnSnAs2,0.67
YbSb2S4,1.12
CdTe,1.56
CuInSe2,1.01
GeS,1.59
CuGaS2,2.43
Cs6Na2Zn4Ge42,0.3
Cu0.35Ga1.65S2.65,2.53
Li4.5Ga0.5TeO6,4.99
AlN,6.09
Cu0.95In1.05Se2.05,1.07
Cu2Te,1.08
CdIn2Se4,1.45
Cu2SnSe3,0.83
Hg0.8Zn0.2Te,0.08
BaSe,3.6
Zn0.3S0.3Ga0.7P0.7,2.3
KSbS2O8,4.64
CdS0.99Se0.01,2.4
RbCl,8.29
Ba2InNdTe5,1.37
Ba2GaSmSe5,2.27
K2CuNbSe4,2.14
Ga0.01P0.01Zn0.99Se0.99,2.6
Hg2I2Te2,1.85
SbSI,1.92
ZnSnAs2,0.66
Ce10OSe14,1.93
K2P2Se6,2.08
WSe2,1.49
TlSe,0.79
TlBr,3.07
Na8CsB21O36,4.67
Cu2P2S6,2.2
Ag3AsS3,2.2
SrTe,3.77
Mg2Sn,0.34
CeFMoO4,2.52
Nd4Ge3S12,2.62
CuNb3O8,1.47
BaGa2SnSe6,1.95
Pb0.92Sn0.08Te,0.13
Cs2HgI2Cl2,2.15
PbTe,0.25
ZnS,3.66
Ge0.891Si0.109,1.13
AgAlSe2,2.55
Pb0.999Sn0.001Te,0.23
BaF2,9.2
Ge0.8Si0.2,0.86
GaSe,2.13
GaSe,2.13
GaSe,2.13
GaSe,2.13
InS,1.8
Ga0.8In0.2As,1.07
YbS,1.33
TlCu3Lu2Se5,2.12
GaTe,1.67
Cu0.99Ga1.01Se2.01,1.59
Pb0.999TeGa0.001,0.3
